New ,R,G,B,#1,R,G,B,#2,R,G,B,#3,R,G,B,#4,R,G,B,#5,R,G,B,#6,R,G,B,#7,R,G,B,#8,R,G,B,#9,R,G,B,#10,R,G,B
B0_G255,0,0,0,B0_G255,0,0,0,B0_G255,0,0,0,B0_G255,0,0,0,B0_G255,0,0,0,B0_G255,0,0,0,B0_G255,0,0,0,B0_G255,0,0,0,B0_G255,0,0,0,B0_G255,0,0,0,B0_G255,0,0,0
B0_G191,0,0,0,B0_G191,0,0,0,B0_G191,0,0,0,B0_G191,0,0,0,B0_G191,0,0,0,B0_G191,0,0,0,B0_G191,0,0,0,B0_G191,0,0,0,B0_G191,0,0,0,B0_G191,0,0,0,B0_G191,0,0,0
B0_G127,0,0,0,B0_G127,0,0,0,B0_G127,0,0,0,B0_G127,0,0,0,B0_G127,0,0,0,B0_G127,0,0,0,B0_G127,0,0,0,B0_G127,0,0,0,B0_G127,0,0,0,B0_G127,0,0,0,B0_G127,0,0,0
B0_G95,0,0,0,B0_G95,0,0,0,B0_G95,0,0,0,B0_G95,0,0,0,B0_G95,0,0,0,B0_G95,0,0,0,B0_G95,0,0,0,B0_G95,0,0,0,B0_G95,0,0,0,B0_G95,0,0,0,B0_G95,0,0,0
B0_G63,0,0,0,B0_G63,0,0,0,B0_G63,0,0,0,B0_G63,0,0,0,B0_G63,0,0,0,B0_G63,0,0,0,B0_G63,0,0,0,B0_G63,0,0,0,B0_G63,0,0,0,B0_G63,0,0,0,B0_G63,0,0,0
B0_G47,0,0,0,B0_G47,0,0,0,B0_G47,0,0,0,B0_G47,0,0,0,B0_G47,0,0,0,B0_G47,0,0,0,B0_G47,0,0,0,B0_G47,0,0,0,B0_G47,0,0,0,B0_G47,0,0,0,B0_G47,0,0,0
B0_G31,0,0,0,B0_G31,0,0,0,B0_G31,0,0,0,B0_G31,0,0,0,B0_G31,0,0,0,B0_G31,0,0,0,B0_G31,0,0,0,B0_G31,0,0,0,B0_G31,0,0,0,B0_G31,0,0,0,B0_G31,0,0,0
B0_G23,0,0,0,B0_G23,0,0,0,B0_G23,0,0,0,B0_G23,0,0,0,B0_G23,0,0,0,B0_G23,0,0,0,B0_G23,0,0,0,B0_G23,0,0,0,B0_G23,0,0,0,B0_G23,0,0,0,B0_G23,0,0,0
B0_G15,0,0,0,B0_G15,0,0,0,B0_G15,0,0,0,B0_G15,0,0,0,B0_G15,0,0,0,B0_G15,0,0,0,B0_G15,0,0,0,B0_G15,0,0,0,B0_G15,0,0,0,B0_G15,0,0,0,B0_G15,0,0,0
B0_G7,0,0,0,B0_G7,0,0,0,B0_G7,0,0,0,B0_G7,0,0,0,B0_G7,0,0,0,B0_G7,0,0,0,B0_G7,0,0,0,B0_G7,0,0,0,B0_G7,0,0,0,B0_G7,0,0,0,B0_G7,0,0,0
B0_G2,0,0,0,B0_G2,0,0,0,B0_G2,0,0,0,B0_G2,0,0,0,B0_G2,0,0,0,B0_G2,0,0,0,B0_G2,0,0,0,B0_G2,0,0,0,B0_G2,0,0,0,B0_G2,0,0,0,B0_G2,0,0,0
B1_G255,217.208577161932,217.300008280479,217.452105034629,B1_G255,217.684618945785,217.268276971597,217.645979647456,B1_G255,216.987232475284,216.948664437559,216.930878233097,B1_G255,217.7922321,217.2615841,217.3909087,B1_G255,217.7922321,217.2615841,217.3909087,B1_G255,217.7922321,217.2615841,217.3909087,B1_G255,217.7922321,217.2615841,217.3909087,B1_G255,217.7922321,217.2615841,217.3909087,B1_G255,217.4824651,217.2350973,217.5179585,B1_G255,217.4824651,217.2350973,217.5179585,B1_G255,217.4824651,217.2350973,217.5179585
B1_G191,163.351305762224,163.547110486099,163.324935973958,B1_G191,163.300103764009,163.699871404827,163.112960003009,B1_G191,163.779448267763,163.366461920724,163.455111736848,B1_G191,163.8917842,163.4140369,163.3727069,B1_G191,163.8917842,163.4140369,163.3727069,B1_G191,163.8917842,163.4140369,163.3727069,B1_G191,163.8917842,163.4140369,163.3727069,B1_G191,163.8917842,163.4140369,163.3727069,B1_G191,163.4222863,163.6640487,163.1683949,B1_G191,163.4222863,163.6640487,163.1683949,B1_G191,163.4222863,163.6640487,163.1683949
B1_G127,108.339225776584,109.099095613978,108.97367554049,B1_G127,108.83302150659,110.009615298512,109.475339110523,B1_G127,108.138307023065,108.927330387696,108.397244738397,B1_G127,108.2571174,109.0148821,108.9813834,B1_G127,108.2571174,109.0148821,108.9813834,B1_G127,108.2571174,109.0148821,108.9813834,B1_G127,108.2571174,109.0148821,108.9813834,B1_G127,108.2571174,109.0148821,108.9813834,B1_G127,108.4722253,108.99301,108.8222738,B1_G127,108.4722253,108.99301,108.8222738,B1_G127,108.4722253,108.99301,108.8222738
B1_G95,81.3752453831506,82.1078554796732,82.2651968629406,B1_G95,79.5080812223258,79.937501437448,79.7264437388236,B1_G95,81.0644630781926,81.6297259926244,80.9839712700683,B1_G95,81.07544109,81.95894033,82.08127623,B1_G95,81.07544109,81.95894033,82.08127623,B1_G95,81.07544109,81.95894033,82.08127623,B1_G95,81.07544109,81.95894033,82.08127623,B1_G95,81.07544109,81.95894033,82.08127623,B1_G95,81.51472244,82.0861723,81.85848322,B1_G95,81.51472244,82.0861723,81.85848322,B1_G95,81.51472244,82.0861723,81.85848322
B1_G63,53.6927302918194,53.8583545552045,53.7655999720468,B1_G63,54.4872423571378,54.7444311389141,54.7584470378755,B1_G63,53.3300676523936,53.5266100646175,53.7931436773631,B1_G63,53.97658884,53.97063986,53.70979807,B1_G63,53.97658884,53.97063986,53.70979807,B1_G63,53.97658884,53.97063986,53.70979807,B1_G63,53.97658884,53.97063986,53.70979807,B1_G63,53.97658884,53.97063986,53.70979807,B1_G63,53.80066562,54.29224729,54.01639698,B1_G63,53.80066562,54.29224729,54.01639698,B1_G63,53.80066562,54.29224729,54.01639698
B1_G47,40.3673025473366,40.6353585139642,40.4042233202553,B1_G47,39.2723556489574,39.5008611923979,39.3781847691432,B1_G47,40.4569415318128,40.3450774567421,40.211445794223,B1_G47,40.31424488,40.51190556,40.41375285,B1_G47,40.31424488,40.51190556,40.41375285,B1_G47,40.31424488,40.51190556,40.41375285,B1_G47,40.31424488,40.51190556,40.41375285,B1_G47,40.31424488,40.51190556,40.41375285,B1_G47,40.3772798,40.7219796,40.49019703,B1_G47,40.3772798,40.7219796,40.49019703,B1_G47,40.3772798,40.7219796,40.49019703
B1_G31,26.5903275392303,26.8228054563619,26.7410704240929,B1_G31,26.6295366249374,26.8550155236718,26.7010086911437,B1_G31,26.6697052227166,26.5922082425254,26.6668568080926,B1_G31,26.59896693,26.91507752,26.90185796,B1_G31,26.59896693,26.91507752,26.90185796,B1_G31,26.59896693,26.91507752,26.90185796,B1_G31,26.59896693,26.91507752,26.90185796,B1_G31,26.59896693,26.91507752,26.90185796,B1_G31,26.71190507,26.87972468,26.7365087,B1_G31,26.71190507,26.87972468,26.7365087,B1_G31,26.71190507,26.87972468,26.7365087
B1_G23,20.124454547972,20.1727359916936,20.0615740927799,B1_G23,19.5353666419454,19.5871590476084,19.5516423491016,B1_G23,19.8685849406456,19.8619690939374,19.8752733662181,B1_G23,19.9925143,19.89281969,20.05562292,B1_G23,19.9925143,19.89281969,20.05562292,B1_G23,19.9925143,19.89281969,20.05562292,B1_G23,19.9925143,19.89281969,20.05562292,B1_G23,19.9925143,19.89281969,20.05562292,B1_G23,20.25494165,19.98575261,20.03282439,B1_G23,20.25494165,19.98575261,20.03282439,B1_G23,20.25494165,19.98575261,20.03282439
B1_G15,12.5479189680257,13.2465494704165,12.9143211720675,B1_G15,13.1380432920964,12.9008235743332,13.0414804628948,B1_G15,13.122433588998,12.9658447012824,13.0000337995942,B1_G15,13.25752336,12.9215672,13.08167296,B1_G15,13.25752336,12.9215672,13.08167296,B1_G15,13.25752336,12.9215672,13.08167296,B1_G15,13.25752336,12.9215672,13.08167296,B1_G15,13.25752336,12.9215672,13.08167296,B1_G15,13.22677105,12.99600296,13.02070978,B1_G15,13.22677105,12.99600296,13.02070978,B1_G15,13.22677105,12.99600296,13.02070978
B1_G7,5.91878693125465,6.36941232495946,6.2904096873302,B1_G7,6.02434468912942,6.21661914523166,6.00562091392498,B1_G7,6.02028769668569,6.33839544520715,6.22961083048001,B1_G7,6.273349497,6.371044741,6.201130127,B1_G7,6.273349497,6.371044741,6.201130127,B1_G7,6.273349497,6.371044741,6.201130127,B1_G7,6.273349497,6.371044741,6.201130127,B1_G7,6.273349497,6.371044741,6.201130127,B1_G7,6.203866423,6.355250021,6.142806677,B1_G7,6.203866423,6.355250021,6.142806677,B1_G7,6.203866423,6.355250021,6.142806677
B1_G3,2.33681149661655,3.92377394992417,3.91131251502966,B1_G3,2,2.38209220333942,2,B1_G3,2.81984393910061,2.5388282867652,2,B1_G3,2.934596788,2.526382269,2.024623547,B1_G3,2.934596788,2.526382269,2.024623547,B1_G3,2.934596788,2.526382269,2.024623547,B1_G3,2.934596788,2.526382269,2.024623547,B1_G3,2.934596788,2.526382269,2.024623547,B1_G3,2.799220895,2.551851565,2,B1_G3,2.799220895,2.551851565,2,B1_G3,2.799220895,2.551851565,2
B2_G255,201.386564266054,201.719828853114,201.701773862006,B2_G255,201.274876803746,201.796649528146,202.11283670274,B2_G255,201.032755597457,201.158528572309,201.626052596607,B2_G255,201.5153388,202.1361877,202.2241271,B2_G255,201.5153388,202.1361877,202.2241271,B2_G255,201.5153388,202.1361877,202.2241271,B2_G255,201.5153388,202.1361877,202.2241271,B2_G255,201.5153388,202.1361877,202.2241271,B2_G255,201.6276774,201.7543507,202.1174004,B2_G255,201.6276774,201.7543507,202.1174004,B2_G255,201.6276774,201.7543507,202.1174004
B2_G191,150.972682752729,151.079168082866,151.295960563597,B2_G191,150.598267991499,150.822830227762,150.791770711519,B2_G191,151.001177462903,151.448652003441,151.641117217126,B2_G191,151.3005624,151.7551857,151.4424097,B2_G191,151.3005624,151.7551857,151.4424097,B2_G191,151.3005624,151.7551857,151.4424097,B2_G191,151.3005624,151.7551857,151.4424097,B2_G191,151.3005624,151.7551857,151.4424097,B2_G191,151.2310296,151.1650685,151.4827822,B2_G191,151.2310296,151.1650685,151.4827822,B2_G191,151.2310296,151.1650685,151.4827822
B2_G127,99.9712505493174,99.434663523659,98.925984372627,B2_G127,101.584246156855,102.637018766554,102.30220649816,B2_G127,100.339762667148,100.208105976216,100.265299563711,B2_G127,100.1263503,100.2439133,100.0484276,B2_G127,100.1263503,100.2439133,100.0484276,B2_G127,100.1263503,100.2439133,100.0484276,B2_G127,100.1263503,100.2439133,100.0484276,B2_G127,100.1263503,100.2439133,100.0484276,B2_G127,100.1993064,100.0193815,100.0667758,B2_G127,100.1993064,100.0193815,100.0667758,B2_G127,100.1993064,100.0193815,100.0667758
B2_G95,75.2930402858123,75.3781756233162,75.5750656156376,B2_G95,72.3475489498562,72.6574768529696,72.489136232089,B2_G95,75.3516777397891,75.4979878993119,75.2557182854262,B2_G95,75.18697088,75.721154,75.69909385,B2_G95,75.18697088,75.721154,75.69909385,B2_G95,75.18697088,75.721154,75.69909385,B2_G95,75.18697088,75.721154,75.69909385,B2_G95,75.18697088,75.721154,75.69909385,B2_G95,75.5611956,75.53239035,75.41864039,B2_G95,75.5611956,75.53239035,75.41864039,B2_G95,75.5611956,75.53239035,75.41864039
B2_G63,49.9099719138097,49.4988582891474,49.8764513581405,B2_G63,51.1470404852962,51.393439415606,51.0798163062515,B2_G63,49.4511318048642,49.5411683216436,49.6214948188417,B2_G63,50.25491671,50.02036662,49.95531205,B2_G63,50.25491671,50.02036662,49.95531205,B2_G63,50.25491671,50.02036662,49.95531205,B2_G63,50.25491671,50.02036662,49.95531205,B2_G63,50.25491671,50.02036662,49.95531205,B2_G63,49.85251793,49.86899149,49.94282609,B2_G63,49.85251793,49.86899149,49.94282609,B2_G63,49.85251793,49.86899149,49.94282609
B2_G47,37.5491918061671,37.0503322815965,37.0986718527927,B2_G47,35.914781940081,35.947910594107,35.8316850634195,B2_G47,37.2867196493583,37.2156495733829,36.9951180028504,B2_G47,37.44910703,37.44798843,37.21905267,B2_G47,37.44910703,37.44798843,37.21905267,B2_G47,37.44910703,37.44798843,37.21905267,B2_G47,37.44910703,37.44798843,37.21905267,B2_G47,37.44910703,37.44798843,37.21905267,B2_G47,37.30627373,37.26630268,37.16519015,B2_G47,37.30627373,37.26630268,37.16519015,B2_G47,37.30627373,37.26630268,37.16519015
B2_G31,24.0410419997897,24.2854334434646,24.1947623521306,B2_G31,24.9773938935805,25.1495624531147,25.2112190777568,B2_G31,24.2909149668674,24.4957255750619,24.4617722315236,B2_G31,24.59813048,24.88714831,24.85012255,B2_G31,24.59813048,24.88714831,24.85012255,B2_G31,24.59813048,24.88714831,24.85012255,B2_G31,24.59813048,24.88714831,24.85012255,B2_G31,24.59813048,24.88714831,24.85012255,B2_G31,24.40367247,24.5664904,24.81507451,B2_G31,24.40367247,24.5664904,24.81507451,B2_G31,24.40367247,24.5664904,24.81507451
B2_G23,18.103858762625,18.2242585588177,18.0864377581039,B2_G23,17.2046493858535,17.9353807594204,17.6464906531711,B2_G23,18.1772748552762,18.3801834602631,18.2335488166648,B2_G23,18.48685396,18.62705886,18.60430579,B2_G23,18.48685396,18.62705886,18.60430579,B2_G23,18.48685396,18.62705886,18.60430579,B2_G23,18.48685396,18.62705886,18.60430579,B2_G23,18.48685396,18.62705886,18.60430579,B2_G23,18.19037437,18.38037951,18.39015959,B2_G23,18.19037437,18.38037951,18.39015959,B2_G23,18.19037437,18.38037951,18.39015959
B2_G15,12.2723891897183,11.7961579268132,11.7877927490449,B2_G15,11.7888375338848,11.9352371019413,11.7387783395928,B2_G15,11.9877264046156,11.9853501567798,11.8296850986164,B2_G15,12.02594168,11.95801455,11.95475856,B2_G15,12.02594168,11.95801455,11.95475856,B2_G15,12.02594168,11.95801455,11.95475856,B2_G15,12.02594168,11.95801455,11.95475856,B2_G15,12.02594168,11.95801455,11.95475856,B2_G15,12.16562093,11.8982094,11.95438337,B2_G15,12.16562093,11.8982094,11.95438337,B2_G15,12.16562093,11.8982094,11.95438337
B2_G7,5.95550510956038,5.89647089670691,5.88097151426684,B2_G7,6.05725703316856,5.9021273526136,5.88309632636082,B2_G7,5.91524801341134,5.97070689156003,5.82385529331921,B2_G7,5.865818544,5.972678191,5.932532108,B2_G7,5.865818544,5.972678191,5.932532108,B2_G7,5.865818544,5.972678191,5.932532108,B2_G7,5.865818544,5.972678191,5.932532108,B2_G7,5.865818544,5.972678191,5.932532108,B2_G7,5.853044342,5.975328919,5.900079552,B2_G7,5.853044342,5.975328919,5.900079552,B2_G7,5.853044342,5.975328919,5.900079552
B2_G4,3,3,3,B2_G4,3.0991979584212,3.1157252266777,3,B2_G4,3.11311066257248,3,3,B2_G4,3.144051529,3.062432057,3,B2_G4,3.144051529,3.062432057,3,B2_G4,3.144051529,3.062432057,3,B2_G4,3.144051529,3.062432057,3,B2_G4,3.144051529,3.062432057,3,B2_G4,3.148524099,3.063886296,3,B2_G4,3.148524099,3.063886296,3,B2_G4,3.148524099,3.063886296,3
B3_G255,189.785255361316,190.357290385734,190.06786648545,B3_G255,189.847552314566,190.569704946722,190.00802761254,B3_G255,189.614347835224,189.358792167923,189.45824398395,B3_G255,189.5001243,190.6675187,190.4248427,B3_G255,189.5001243,190.6675187,190.4248427,B3_G255,189.5001243,190.6675187,190.4248427,B3_G255,189.5001243,190.6675187,190.4248427,B3_G255,189.5001243,190.6675187,190.4248427,B3_G255,190.1790424,190.7098549,189.8955743,B3_G255,190.1790424,190.7098549,189.8955743,B3_G255,190.1790424,190.7098549,189.8955743
B3_G191,142.403686408438,142.323688363617,143.345913951209,B3_G191,143.24314815097,142.551316418593,142.759046086787,B3_G191,142.566098601502,142.669285111101,142.378070007579,B3_G191,142.8793437,142.9882791,143.1855553,B3_G191,142.8793437,142.9882791,143.1855553,B3_G191,142.8793437,142.9882791,143.1855553,B3_G191,142.8793437,142.9882791,143.1855553,B3_G191,142.8793437,142.9882791,143.1855553,B3_G191,142.6179452,143.0130251,142.738379,B3_G191,142.6179452,143.0130251,142.738379,B3_G191,142.6179452,143.0130251,142.738379
B3_G127,93.2927737189107,92.7921831711716,92.6400578686602,B3_G127,97.6871078838451,97.4935410319958,97.7831531119254,B3_G127,94.1598011695243,94.3370686724205,93.9598259997612,B3_G127,94.59590096,94.47196992,94.49281762,B3_G127,94.59590096,94.47196992,94.49281762,B3_G127,94.59590096,94.47196992,94.49281762,B3_G127,94.59590096,94.47196992,94.49281762,B3_G127,94.59590096,94.47196992,94.49281762,B3_G127,94.34370642,94.42903477,94.66884221,B3_G127,94.34370642,94.42903477,94.66884221,B3_G127,94.34370642,94.42903477,94.66884221
B3_G95,70.1484446066977,70.1841495669066,70.0704385719924,B3_G95,68.0437035626078,67.8978421090173,68.1328026097282,B3_G95,70.5375006448033,70.8605654907709,70.5009657617703,B3_G95,70.7713822,71.33416522,70.93628317,B3_G95,70.7713822,71.33416522,70.93628317,B3_G95,70.7713822,71.33416522,70.93628317,B3_G95,70.7713822,71.33416522,70.93628317,B3_G95,70.7713822,71.33416522,70.93628317,B3_G95,70.86694698,71.24699814,70.67222204,B3_G95,70.86694698,71.24699814,70.67222204,B3_G95,70.86694698,71.24699814,70.67222204
B3_G63,46.1764620036467,46.3291433982549,46.2558943301177,B3_G63,49.0732114355261,48.8809828218905,49.1250093855038,B3_G63,46.4501806405764,46.8251895369802,46.9157820538414,B3_G63,47.28487141,47.13694398,47.22776553,B3_G63,47.28487141,47.13694398,47.22776553,B3_G63,47.28487141,47.13694398,47.22776553,B3_G63,47.28487141,47.13694398,47.22776553,B3_G63,47.28487141,47.13694398,47.22776553,B3_G63,47.08653228,47.32184678,47.26002269,B3_G63,47.08653228,47.32184678,47.26002269,B3_G63,47.08653228,47.32184678,47.26002269
B3_G47,34.9118433741335,35.0907917822427,35.0061240531656,B3_G47,34.2523895675692,34.1248306251183,33.968073921052,B3_G47,35.6441666614489,35.1068596666835,35.1907617457138,B3_G47,35.18996445,35.17382304,35.08292445,B3_G47,35.18996445,35.17382304,35.08292445,B3_G47,35.18996445,35.17382304,35.08292445,B3_G47,35.18996445,35.17382304,35.08292445,B3_G47,35.18996445,35.17382304,35.08292445,B3_G47,35.21310762,35.29177805,35.17117619,B3_G47,35.21310762,35.29177805,35.17117619,B3_G47,35.21310762,35.29177805,35.17117619
B3_G31,23.3041147838803,23.1725894184992,23.3652504774239,B3_G31,24.2398774696415,23.9897022607439,24.0734599432828,B3_G31,23.0796289814385,23.0064173779237,23.1049287364376,B3_G31,23.32614119,23.29340595,23.2995079,B3_G31,23.32614119,23.29340595,23.2995079,B3_G31,23.32614119,23.29340595,23.2995079,B3_G31,23.32614119,23.29340595,23.2995079,B3_G31,23.32614119,23.29340595,23.2995079,B3_G31,23.46958896,23.22129481,23.30864744,B3_G31,23.46958896,23.22129481,23.30864744,B3_G31,23.46958896,23.22129481,23.30864744
B3_G23,17.5839476511877,17.4687223276995,17.4509127746015,B3_G23,16.072121171713,16.7728884878978,16.6674193130419,B3_G23,17.2665559147654,17.4585923242425,17.3106094100859,B3_G23,17.63933656,17.53905068,17.51761789,B3_G23,17.63933656,17.53905068,17.51761789,B3_G23,17.63933656,17.53905068,17.51761789,B3_G23,17.63933656,17.53905068,17.51761789,B3_G23,17.63933656,17.53905068,17.51761789,B3_G23,17.48857434,17.46655401,17.39939066,B3_G23,17.48857434,17.46655401,17.39939066,B3_G23,17.48857434,17.46655401,17.39939066
B3_G15,11.1873758008954,11.1024812219298,11.0022014249585,B3_G15,10.88814353854,10.990213129128,10.9060396693223,B3_G15,10.9886158154579,11.1568685644394,10.9176351682904,B3_G15,11.28530016,11.32019616,10.99566869,B3_G15,11.28530016,11.32019616,10.99566869,B3_G15,11.28530016,11.32019616,10.99566869,B3_G15,11.28530016,11.32019616,10.99566869,B3_G15,11.28530016,11.32019616,10.99566869,B3_G15,11.1740886,11.21929532,11.02746179,B3_G15,11.1740886,11.21929532,11.02746179,B3_G15,11.1740886,11.21929532,11.02746179
B3_G7,5.58234058775021,6.13930927020616,5.74659323821524,B3_G7,5.64183329012902,6.17026952744994,5.97045010343948,B3_G7,5.60835349551119,6.11591912106536,5.88907276996611,B3_G7,5.644046875,6.179014456,5.890168096,B3_G7,5.644046875,6.179014456,5.890168096,B3_G7,5.644046875,6.179014456,5.890168096,B3_G7,5.644046875,6.179014456,5.890168096,B3_G7,5.644046875,6.179014456,5.890168096,B3_G7,5.675703594,6.172833887,5.934808998,B3_G7,5.675703594,6.172833887,5.934808998,B3_G7,5.675703594,6.172833887,5.934808998
B3_G4,4,4,4,B3_G4,4,4.17485376980448,4.17709566920833,B3_G4,4,4.41068914842247,4.17671630764344,B3_G4,4,4.412802734,4.254706766,B3_G4,4,4.412802734,4.254706766,B3_G4,4,4.412802734,4.254706766,B3_G4,4,4.412802734,4.254706766,B3_G4,4,4.412802734,4.254706766,B3_G4,4,4.403552772,4.23836959,B3_G4,4,4.403552772,4.23836959,B3_G4,4,4.403552772,4.23836959
B4_G255,186.255336984193,187.80801213203,187.125157152846,B4_G255,186.472488828461,187.839018255598,187.572782214202,B4_G255,185.959438579837,186.756333931299,187.248349908359,B4_G255,186.6129943,187.9995161,187.2155865,B4_G255,186.6129943,187.9995161,187.2155865,B4_G255,186.6129943,187.9995161,187.2155865,B4_G255,186.6129943,187.9995161,187.2155865,B4_G255,186.6129943,187.9995161,187.2155865,B4_G255,187.4977692,188.179973,188.4507156,B4_G255,187.4977692,188.179973,188.4507156,B4_G255,187.4977692,188.179973,188.4507156
B4_G191,141.494382224321,141.96579520196,141.983682149865,B4_G191,140.854155112558,140.966021686196,141.051776217024,B4_G191,139.647027622464,140.856112047815,140.443116589527,B4_G191,140.9610262,141.1316176,141.1416633,B4_G191,140.9610262,141.1316176,141.1416633,B4_G191,140.9610262,141.1316176,141.1416633,B4_G191,140.9610262,141.1316176,141.1416633,B4_G191,140.9610262,141.1316176,141.1416633,B4_G191,139.8736922,140.5463712,140.834653,B4_G191,139.8736922,140.5463712,140.834653,B4_G191,139.8736922,140.5463712,140.834653
B4_G127,92.4035423819502,92.6202737476288,92.1832916101914,B4_G127,96.3534195087613,96.5551870865033,96.9922011854795,B4_G127,92.6566913652993,93.5956527027316,93.3051785684529,B4_G127,93.48948003,93.10291908,93.75312112,B4_G127,93.48948003,93.10291908,93.75312112,B4_G127,93.48948003,93.10291908,93.75312112,B4_G127,93.48948003,93.10291908,93.75312112,B4_G127,93.48948003,93.10291908,93.75312112,B4_G127,93.45308712,93.19653551,93.96333049,B4_G127,93.45308712,93.19653551,93.96333049,B4_G127,93.45308712,93.19653551,93.96333049
B4_G95,70.1994421517623,70.2394371861434,70.566130663906,B4_G95,66.8941437059127,67.0669258552741,67.4163254771346,B4_G95,69.9632887620216,70.0498238260113,70.1437936879503,B4_G95,69.93584427,70.00679153,69.65854642,B4_G95,69.93584427,70.00679153,69.65854642,B4_G95,69.93584427,70.00679153,69.65854642,B4_G95,69.93584427,70.00679153,69.65854642,B4_G95,69.93584427,70.00679153,69.65854642,B4_G95,70.41195609,70.04023459,70.31114672,B4_G95,70.41195609,70.04023459,70.31114672,B4_G95,70.41195609,70.04023459,70.31114672
